"Date","Seller","Buyer","Item","Price","Durability","Rarity"
"9/23/2014 1:30:21 AM","baldysky","Hubi","Pain XXI","$500,000","99","o"
"9/23/2014 1:34:36 AM","SKSw2wur","MaXDmG","Striker IX","$400,000","30","g"
"9/23/2014 1:47:35 AM","candyman0146","GodzOfWar","Grappling Hook","$2,500,000","100","g"
"9/23/2014 1:58:42 AM","idead","zippooo","Tractor Beam","$3,000,000","100","o"
"9/23/2014 2:13:35 AM","toniodlab","iSmooth","Viper VI","$5,000","41","g"
"9/23/2014 2:14:18 AM","DuncanBuster","FriedDuck","Auto Cannon IV","$30,000","20","g"
"9/23/2014 2:15:36 AM","AngryWookie","Kimkey","Exoprene Shield XVI","$2,250,000","71","o"
"9/23/2014 2:15:36 AM","bumalu","doomageddon","Hold-W222 VII","$125,000","28","g"
"9/23/2014 2:18:13 AM","SweetAmber","FriedDuck","Matter Inverter V","$30,000","42","g"
"9/23/2014 2:18:59 AM","MrKonformist","FriedDuck","Plasma Lance V","$53,200","46","g"
"9/23/2014 2:23:36 AM","markcalico","zippooo","Drone Tech I","$550,000","98","b"
"9/23/2014 2:44:42 AM","Vxpurezz","iSmooth","Diamond Armor VI","$2,561","71","g"
"9/23/2014 2:56:51 AM","kaharahc","walter1989","Carbide Hull X","$120,000","91","p"
"9/23/2014 2:59:53 AM","diablorie101","darthsmith","Eradicator XIV","$750,000","84","p"
"9/23/2014 3:23:35 AM","Kimkey","SmokeHK","Hold-W212 V","$10,000","57","g"
"9/23/2014 3:23:35 AM","zippooo","RgrMoore","Diamond Armor XV","$50,000","40","g"
"9/23/2014 3:26:56 AM","Azrael","Wirmpie","Storage III","$75,000","100","b"
"9/23/2014 3:31:48 AM","diablorie101","Selekon","Cabal Tech II","$4,000,000","89","o"
"9/23/2014 3:44:56 AM","xZibit","Realtx","Banshee XII","$2,629","33","g"
"9/23/2014 3:44:56 AM","xZibit","Anthar","Mass Driver X","$1,267","26","g"
"9/23/2014 3:45:56 AM","xZibit","iSmooth","Osmium Armor VIII","$1,309","43","g"
"9/23/2014 3:45:56 AM","xZibit","iSmooth","Osmium Armor VI","$1,459","65","g"
"9/23/2014 3:45:56 AM","xZibit","endless","Composite Hull VII","$1,192","36","g"
"9/23/2014 3:45:56 AM","xZibit","SmokeHK","Hold-P113 VII","$455","32","g"
"9/23/2014 3:45:56 AM","xZibit","SmokeHK","Hold-P112 IV","$1,014","51","g"
"9/23/2014 3:53:12 AM","siddhis","SmokeHK","Hold-W118 III","$15,000","37","g"
"9/23/2014 3:56:19 AM","DuncanBuster","SmokeHK","Cytoplast Shield X","$15,000","28","g"
"9/23/2014 3:59:21 AM","DarkestAngel","Mamoth","Storage VIII","$80,000","43","p"
"9/23/2014 4:03:33 AM","Selekon","SchrdngerCat","LCD-V2","$1,800,000","100","o"
"9/23/2014 4:05:21 AM","Licede2","Azrael","Hold-P105 V","$35,000","24","b"
"9/23/2014 4:06:18 AM","AlbinoRhino","Dud","Smolder III","$10,000","63","g"
"9/23/2014 4:18:03 AM","Munson","iSmooth","Plasma Lance II","$10,000","58","g"
"9/23/2014 4:29:13 AM","blackbart","kaharahc","Pulverizer XV","$750,000","73","o"
"9/23/2014 4:45:11 AM","candyman0146","Zeus484","Osmium Armor VII","$10,000","24","g"
"9/23/2014 4:46:10 AM","MrKonformist","SmokeHK","Cytoplast Shield V","$10,000","53","g"
"9/23/2014 4:58:10 AM","CybrogTX3","Gustopher","Screamer VI","$50,000","100","g"
"9/23/2014 4:59:53 AM","larry76","califron","Hold-W205 II","$150,000","56","b"
"9/23/2014 5:03:01 AM","iSmooth","kingMichael","Gauss Cannon I","$25,000","43","g"
"9/23/2014 5:10:10 AM","Azuka007","Typhuss","Alien Hunter","$150,000","100","g"
"9/23/2014 5:15:17 AM","Medzter","ZotZot","Osmium Armor IV","$418","19","g"
"9/23/2014 5:19:27 AM","domini","Shamshir","Diamond Armor VII","$4,000","36","g"
"9/23/2014 5:23:45 AM","abortedspide","ilostmyleg","Pulverizer XXIII","$4,000,000","100","w"
"9/23/2014 5:33:24 AM","QuickSilv3r","jalo19781","Horror V","$16,978","53","g"
"9/23/2014 5:45:43 AM","DeadShip","Rainmaker","Hold-P119 II","$7,500","55","g"
"9/23/2014 5:47:55 AM","Kimkey","lastrain","Hold-W213 II","$10,000","55","g"
"9/23/2014 5:54:24 AM","superO","IMBA","Horror II","$16,105","55","g"
"9/23/2014 5:55:24 AM","bigO1","ZotZot","Hold-P224 VII","$2,000","56","g"
"9/23/2014 6:03:18 AM","jokeri","Straith","Kismet Gambit XIV","$1,050,000","100","o"
"9/23/2014 6:11:44 AM","Hellspawned","AgainCZ","Hold-P203 II","$100,000","60","g"
"9/23/2014 6:19:31 AM","e60redline","azzkikr1234","Agony VII","$5,000","33","g"
"9/23/2014 6:22:20 AM","Mist","MARAVINGIAN","Hold-H222 II","$355,000","54","b"
"9/23/2014 6:23:31 AM","Persis","ZotZot","Carbide Hull I","$2,000","49","g"
"9/23/2014 6:24:31 AM","typhuss3","Hobbytel","Torment V","$5,000","20","g"
"9/23/2014 6:24:31 AM","typhuss3","Oheaven","Hold-H211 II","$5,000","47","g"
"9/23/2014 6:27:31 AM","Starhawk","markcalico","Hold-W122 V","$191,884","62","g"
"9/23/2014 6:43:55 AM","Munson","Rocklobster","Smolder XIII","$20,000","26","g"
"9/23/2014 6:46:13 AM","JackAndCoke","heerend","Horror XIV","$600,000","100","o"
"9/23/2014 6:49:23 AM","AlbinoRhino","Rocklobster","Hold-W125 XI","$30,000","41","g"
"9/23/2014 6:52:00 AM","ibeatupkids","Vitruvious1","Fusion Beam III","$14,000","31","g"
"9/23/2014 6:53:19 AM","MechaGydrah","Bu11dog","Exoprene Shield V","$40,000","44","b"
"9/23/2014 6:57:21 AM","Wintermute","TycoDrift","Diamond Armor III","$100,000","100","b"
"9/23/2014 7:09:41 AM","Zakalwe","Travesty","Hold-H222 I","$7,500","27","g"
"9/23/2014 7:12:21 AM","Jams","Travesty","Titanium Hull II","$5,000","36","g"
"9/23/2014 7:21:30 AM","iSmooth","Travesty","Diamond Armor II","$20,000","35","g"
"9/23/2014 7:29:11 AM","candyman0146","Oheaven","Diamond Armor VII","$10,000","44","g"
"9/23/2014 7:29:17 AM","walter1989","Oheaven","Thorium Armor VIII","$11,995","50","g"
"9/23/2014 7:30:45 AM","perplexus","Stealth","Dragon XX","$1,925,000","86","r"
"9/22/2014 12:01:28 AM","bMoB","Hellspawned","Diamond Armor IX","$1,486","40","g"
"9/22/2014 12:02:32 AM","Kisetai","SHACKLE","Fusion Beam IX","$40,000","39","g"
"9/22/2014 12:03:06 AM","jBundlez","CaptStox","Storage III","$200,000","50","p"
"9/22/2014 12:07:37 AM","Drizzy","dart","Storage V","$500,000","100","o"
"9/22/2014 12:08:34 AM","oldbanker36","Hellspawned","Carbide Hull II","$1,350","57","g"
"9/22/2014 12:09:35 AM","xxTheDudexx","mytruncii","Titanium Hull XIV","$165,000","100","b"
"9/22/2014 12:23:41 AM","Jams","assramer","Agony IV","$6,000","23","g"
"9/22/2014 12:24:53 AM","squealinny","assramer","Holocrine Shield II","$6,000","46","g"
"9/22/2014 12:27:34 AM","Beer","R3LL","Accelerator VII","$6,000","18","g"
"9/22/2014 12:30:02 AM","larry76","mytruncii","Screamer III","$60,000","54","g"
"9/22/2014 12:32:30 AM","SHACKLE","mytruncii","Hold-P208 II","$20,000","52","g"
"9/22/2014 12:39:05 AM","PunkyBruiser","MrSlender","Desolator XIV","$30,000","43","g"
"9/22/2014 12:39:31 AM","Racist","BelleRamone","Dragon V","$15,000","22","g"
"9/22/2014 12:51:03 AM","12remember","Nemesys","LCD-V12","$450,000","48","g"
"9/22/2014 12:54:41 AM","doomed","Hellspawned","Hold-W105 V","$5,000","33","g"
"9/22/2014 1:01:31 AM","JAXaRipper","nhp6","Diamond Armor IV","$9,000","75","g"
"9/22/2014 1:01:51 AM","larry76","nhp6","Exoprene Shield IV","$12,500","37","g"
"9/22/2014 1:01:58 AM","likestospell","nhp6","Titanium Hull IV","$20,000","65","g"
"9/22/2014 1:02:05 AM","Draknour","nhp6","Exoprene Shield IV","$25,000","100","g"
"9/22/2014 1:20:15 AM","Blightning","Draknour","Holocrine Shield III","$25,000","62","g"
"9/22/2014 1:23:48 AM","Skade","Typhuss","Hold-W203 VIII","$8,000","34","g"
"9/22/2014 1:25:06 AM","Drizzy","ShipX","Carbide Hull IX","$50,000","55","b"
"9/22/2014 1:38:36 AM","candyman0146","nightm4re","HX-V4","$75,000","50","b"
"9/22/2014 1:38:55 AM","GoJ","Munson","Omega Rifle V","$8,800","44","g"
"9/22/2014 1:53:02 AM","soennecken","Typhuss","LCD-V4","$125,000","45","b"
"9/22/2014 1:55:13 AM","iSmooth","Felipe","Diamond Armor XII","$65,000","100","g"
"9/22/2014 1:56:21 AM","Blightning","e60redline","Exoprene Shield XI","$85,000","41","g"
"9/22/2014 2:02:55 AM","Mist","SeanConnery","Hold-W103 V","$50,000","20","g"
"9/22/2014 2:04:13 AM","Acropolis1","nhp6","Hold-P222 II","$36,400","17","g"
"9/22/2014 2:15:03 AM","mytruncii","shuadragon","Carbide Hull XI","$100,000","100","b"
"9/22/2014 2:23:41 AM","Voodooguru","headstrike","Pulverizer XX","$1,250,000","87","r"
"9/22/2014 2:29:02 AM","larry76","Hellspawned","Burst Cannon V","$39,765","74","b"
"9/22/2014 2:29:02 AM","larry76","darkar16","Burst Cannon IV","$53,559","100","b"
"9/22/2014 2:49:34 AM","DarkestAngel","Sh4dow","Holocrine Shield VI","$275,000","81","p"
"9/22/2014 2:53:56 AM","larry76","JAXaRipper","Rapture VIII","$275,000","100","p"
"9/22/2014 2:54:09 AM","stexi","Oheaven","Hold-W225 III","$10,000","52","g"
"9/22/2014 3:11:24 AM","ILoveBoobies","Eliminator","Sage Mk. III","$3,000","23","g"
"9/22/2014 3:16:20 AM","Oheaven","reaper00","Carbide Hull VII","$20,000","53","g"
"9/22/2014 3:16:24 AM","OzzNine","kbrogers","Holocrine Shield XV","$450,000","100","p"
"9/22/2014 3:18:52 AM","candyman0146","kbrogers","Cabal Tech I","$1,650,000","100","o"
"9/22/2014 3:26:38 AM","walter1989","HotSauce55","Accelerator X","$89,995","100","p"
"9/22/2014 3:27:21 AM","AngryWookie","HotSauce55","Omega Rifle XI","$100,000","80","p"
"9/22/2014 3:34:59 AM","desertionlaw","CaptainYum","Nullcannon X","$80,800","72","g"
"9/22/2014 3:43:20 AM","mrwelke","Munson","Disruptor VIII","$40,000","32","b"
"9/22/2014 4:06:29 AM","josip235","iSmooth","Ion Cannon II","$6,655","56","g"
"9/22/2014 4:32:19 AM","GENERALX","bgbckbstrd","Auto Cannon II","$150,000","100","p"
"9/22/2014 4:40:37 AM","DrGigas","yosar","Storage IV","$159,500","66","p"
"9/22/2014 4:45:31 AM","Jams","ookook","Titanium Hull XI","$8,000","16","g"
"9/22/2014 4:47:36 AM","BroShamus","e60redline","Oblivion VII","$250,000","100","p"
"9/22/2014 4:49:23 AM","Shamshir","ookook","Thorium Armor XI","$50,000","83","b"
"9/22/2014 4:50:36 AM","Feli","Oheaven","Titanium Hull VII","$10,000","53","g"
"9/22/2014 4:51:36 AM","BruaB","burnerHC","Exoprene Shield III","$4,000","17","g"
"9/22/2014 5:05:36 AM","Laity1","toniodlab","Carbide Hull IV","$3,623","30","g"
"9/22/2014 5:15:43 AM","backupplan","Wintermute","Hold-W121 IX","$165,000","48","p"
"9/22/2014 5:15:43 AM","DingelBerry","iSmooth","Ion Cannon V","$8,250","39","g"
"9/22/2014 5:17:04 AM","JAXaRipper","GENERALX","Hold-W206 IX","$9,000","56","g"
"9/22/2014 5:17:43 AM","DingelBerry","Oheaven","Osmium Armor VII","$10,000","56","g"
"9/22/2014 5:18:43 AM","DingelBerry","Oheaven","Diamond Armor VII","$10,000","28","g"
"9/22/2014 5:25:59 AM","KoD","Zakalwe","Ravager V","$100,000","30","g"
"9/22/2014 5:32:44 AM","Jams","JAXaRipper","Carbide Hull II","$3,000","16","g"
"9/22/2014 5:33:03 AM","Shamshir","JAXaRipper","Composite Hull III","$3,000","24","g"
"9/22/2014 5:35:10 AM","iSmooth","animkii","Darkness IV","$15,000","23","g"
"9/22/2014 5:36:28 AM","Beer","Nopsis","Darkness II","$5,000","17","g"
"9/22/2014 5:47:21 AM","Hellspawned","Sm89","Hold-P125 III","$27,000","58","g"
"9/22/2014 5:48:50 AM","JQOCP","Shamshir","Serpent VIII","$2,183","31","g"
"9/22/2014 5:48:50 AM","JQOCP","Shamshir","Osmium Armor VIII","$2,004","28","g"
"9/22/2014 5:48:50 AM","JQOCP","Redsand","Hold-W209 II","$1,497","53","g"
"9/22/2014 5:48:50 AM","JQOCP","toniodlab","Hold-W117 V","$658","27","g"
"9/22/2014 5:48:50 AM","JQOCP","toniodlab","Hold-H210 II","$1,470","63","g"
"9/22/2014 6:26:57 AM","Erasmus","Manic","Havok Mk. III","$3,500","53","g"
"9/22/2014 6:28:57 AM","Erasmus","JAXaRipper","Diamond Armor VI","$2,142","17","g"
"9/22/2014 6:38:30 AM","zippooo","Axom","HX-V7","$200,000","47","p"
"9/22/2014 6:39:03 AM","zippooo","Axom","Burst Cannon XIV","$1,250,000","100","o"
"9/22/2014 6:47:04 AM","JackDawf","JAXaRipper","Carbide Hull I","$1,500","46","g"
"9/22/2014 6:48:04 AM","LiAo","Munson","Dragon II","$5,494","42","g"
"9/22/2014 6:48:04 AM","LiAo","JAXaRipper","Serpent VIII","$3,358","26","g"
"9/22/2014 6:48:04 AM","LiAo","JAXaRipper","Hydra IX","$2,553","36","g"
"9/22/2014 6:49:04 AM","LiAo","toniodlab","Harpy VIII","$5,945","30","g"
"9/22/2014 6:50:04 AM","LiAo","Munson","Plasma Lance II","$6,406","58","g"
"9/22/2014 6:54:04 AM","assman","Munson","Hydra II","$20,000","47","b"
"9/22/2014 6:57:04 AM","LiAo","JAXaRipper","Gravity Smasher XII","$2,755","26","g"
"9/22/2014 6:57:04 AM","LiAo","JAXaRipper","Phaser XI","$3,094","43","g"
"9/22/2014 6:59:04 AM","Lowe","dirtyharry","Storage II","$12,093","47","g"
"9/22/2014 7:00:04 AM","Lowe","dirtyharry","Storage III","$10,994","43","g"
"9/22/2014 7:00:04 AM","Lowe","dirtyharry","Storage IV","$9,995","58","g"
"9/22/2014 7:01:04 AM","Lowe","dirtyharry","Storage V","$10,994","32","g"
"9/22/2014 7:11:29 AM","Shamshir","FriedDuck","Osmium Armor VIII","$8,000","28","g"
"9/22/2014 7:12:39 AM","Neal2Me","electrify","Titanium Hull VIII","$200,000","100","p"
"9/22/2014 7:14:43 AM","iSmooth","FriedDuck","Glory II","$45,000","33","g"
"9/22/2014 7:15:36 AM","Munson","FriedDuck","Pain II","$20,000","17","g"
"9/22/2014 7:20:20 AM","toniodlab","FriedDuck","Hold-H210 II","$8,000","63","g"
"9/22/2014 7:23:51 AM","Colm","FriedDuck","LCD-V1","$150,000","100","g"
"9/22/2014 7:47:18 AM","larry76","Oheaven","Holocrine Shield VI","$7,000","23","g"
"9/22/2014 7:49:52 AM","kamkiriad","faitherun","LCD-V10","$35,000","16","g"
"9/22/2014 8:00:10 AM","xXBannerXx","kaharahc","Carbide Hull X","$350,000","91","p"
"9/22/2014 8:01:20 AM","Jams","Psycosomatik","Hold-H114 VI","$5,000","53","g"
"9/22/2014 8:02:18 AM","BuckWylde","Acropolis1","Glory XII","$15,500","56","g"
"9/22/2014 8:03:19 AM","BuckWylde","Battletruk","Hold-P106 III","$15,000","41","g"
"9/22/2014 8:03:19 AM","duras","Oheaven","Hold-P117 I","$10,000","43","g"
"9/22/2014 8:04:18 AM","duras","Oheaven","Hold-P109 II","$10,000","29","g"
"9/21/2014 12:00:31 AM","Malifaux","","Titanium Hull XI","$150,000","63","b"
"9/21/2014 12:15:28 AM","Oheaven","Darkantis","Titanium Hull IX","$20,000","36","g"
"9/21/2014 12:55:22 AM","MasterYoda","Aardzol","Horror VI","$9,000,000","100","w"
"9/21/2014 1:02:43 AM","Sh4dow","nhp6","Proton Launcher III","$30,000","100","g"
"9/21/2014 1:06:16 AM","LoddFafnir","Shamshir","Gravity Smasher IV","$7,320","44","g"
"9/21/2014 1:08:17 AM","LoddFafnir","Johnthefarme","Titanium Hull I","$3,896","54","g"
"9/21/2014 1:20:16 AM","BlakPanther","ztrackhoeman","Battle Ram","$175,000","99","g"
"9/21/2014 1:21:33 AM","mrssnotface","whoami","Storage V","$1,500,000","100","r"
"9/21/2014 1:26:47 AM","Darkantis","Nova1212","Striker IX","$500,000","72","g"
"9/21/2014 1:33:16 AM","larry76","goldentime","LCD-V6","$35,000","53","g"
"9/21/2014 1:33:23 AM","melinda","DrGonzo","Drone Tech I","$285,309","100","g"
"9/21/2014 1:38:12 AM","ladymorbid","murda","Exterminator VII","$500,000","30","g"
"9/21/2014 1:40:23 AM","Diva","joegnj","Incinerator III","$500,000","100","p"
"9/21/2014 1:50:23 AM","rgill2676","HotSauce55","LCD-V10","$20,000","49","g"
"9/21/2014 1:55:23 AM","Indy","Shamshir","Composite Hull III","$4,000","24","g"
"9/21/2014 2:00:36 AM","MasterYoda","Dominion","Skip Drive","$1,800,000","59","w"
"9/21/2014 2:00:37 AM","APAUL","EnigmaVex","Silence III","$5,000","58","g"
"9/21/2014 2:00:55 AM","zippooo","snotling","Stealth Drive","$2,700,000","100","b"
"9/21/2014 2:01:53 AM","Shamshir","SevenOfN9ne","Prophecy IV","$8,000","62","g"
"9/21/2014 2:09:32 AM","HolyPeignis","thechloe","LCD-V11","$75,000","19","g"
"9/21/2014 2:14:30 AM","PKKILLA","TGWE","HX-V9","$2,016","31","g"
"9/21/2014 2:18:42 AM","MasterYoda","Eliminator","Skip Drive","$500,000","59","g"
"9/21/2014 2:19:20 AM","MasterYoda","west914","Nova Device","$2,000,000","82","p"
"9/21/2014 2:22:33 AM","middy","Nihil111","Cytoplast Shield XXI","$3,750,000","100","r"
"9/21/2014 2:25:58 AM","doublegarr","nhp6","Carbide Hull V","$40,400","54","g"
"9/21/2014 2:28:30 AM","josip235","Hellspawned","Corruptor XIII","$17,450","29","g"
"9/21/2014 2:29:58 AM","soennecken","murda","Carbide Hull XIII","$400,000","58","g"
"9/21/2014 2:30:54 AM","Moo","nhp6","Carbide Hull V","$50,000","50","g"
"9/21/2014 2:58:37 AM","GoodOlJimbob","Shamshir","Hold-W217 VI","$2,200","57","g"
"9/21/2014 3:01:34 AM","Bullitt482","watchman","LCD-V12","$1,900,000","82","o"
"9/21/2014 3:03:35 AM","kfitzh20","Oakbone","Hold-P124 VI","$5,555,555","100","w"
"9/21/2014 3:04:44 AM","malpractice","Vitruvious1","DCD-V10","$97,434","100","g"
"9/21/2014 3:09:40 AM","Munson","BURNITALL","Omega Rifle VII","$20,000","23","g"
"9/21/2014 3:16:57 AM","Munson","Darkwillmoss","Titanium Hull I","$20,000","65","g"
"9/21/2014 3:19:49 AM","Nova1212","mrssnotface","Kismet Gambit VIII","$1,400,000","74","o"
"9/21/2014 3:29:47 AM","DarkestAngel","Jut","Rapture VII","$235,000","90","p"
"9/21/2014 3:32:19 AM","Oheaven","siddhis","Hold-W114 III","$20,000","65","g"
"9/21/2014 3:47:54 AM","Brycjayc","wagnard","Wyvern II","$6,000","50","g"
"9/21/2014 3:48:09 AM","yosar","luckychrisx","Storage V","$1,550,000","100","r"
"9/21/2014 3:52:12 AM","markcalico","fiiend","Hold-R122 VII","$1,500,000","80","o"
"9/21/2014 3:53:26 AM","SevenOfN9ne","JAXaRipper","Hold-H204 III","$2,000","46","g"
"9/21/2014 3:59:51 AM","killac87","JAXaRipper","Hold-W108 VII","$401","16","g"
"9/21/2014 4:04:47 AM","shinebox","Munson","Ripper V","$55,000","55","b"
"9/21/2014 4:11:57 AM","Eliminator","Shamshir","Basilisk XI","$3,009","46","g"
"9/21/2014 4:13:17 AM","Shamshir","iSmooth","Ophidian IV","$8,000","41","g"
"9/21/2014 4:15:10 AM","APAUL","iSmooth","Phaser II","$3,000","31","g"
"9/21/2014 4:18:13 AM","larry76","Typhoon","Diamond Armor X","$135,600","100","b"
"9/21/2014 4:18:57 AM","killac87","JAXaRipper","Accelerator VIII","$50,000","41","b"
"9/21/2014 4:20:58 AM","west914","SpeciesX","Nova Device","$2,500,000","82","p"
"9/21/2014 4:24:32 AM","Boo2u2","BURNITALL","Hold-W114 II","$26,400","28","g"
"9/21/2014 4:30:15 AM","fiiend","MARAVINGIAN","Composite Hull X","$800,000","100","r"
"9/21/2014 4:50:16 AM","APAUL","wagnard","Hold-P209 III","$4,000","60","g"
"9/21/2014 4:58:04 AM","mrcomplex","Hellspawned","Hold-P203 II","$14,670","60","g"
"9/21/2014 5:10:02 AM","SevenOfN9ne","Anthar","Hold-W221 XII","$1,000","42","g"
"9/21/2014 5:10:25 AM","Rebel13","markcalico","Havok Tech I","$1,000,000","100","p"
"9/21/2014 5:21:01 AM","krogehn","Munson","Ophidian IV","$8,000","18","g"
"9/21/2014 5:38:11 AM","MasterYoda","Dominion","LCD-V7","$2,500,000","100","r"
"9/21/2014 5:51:28 AM","snotling","Darxal","Carbide Hull XII","$250,000","100","p"
"9/21/2014 6:00:18 AM","crackin21","hellrazor","Nullcannon XIII","$400,000","100","p"
"9/21/2014 6:01:34 AM","catacomb96","Jams","Cytoplast Shield II","$4,000","26","g"
"9/21/2014 6:09:25 AM","ziffy0ne","Hellspawned","Exodus IV","$4,627","56","g"
"9/21/2014 6:12:01 AM","mytruncii","Darkwillmoss","Hold-P105 I","$10,000","29","g"
"9/21/2014 6:12:14 AM","Helter","Darkwillmoss","Titanium Hull I","$14,999","30","g"
"9/21/2014 6:12:33 AM","Munson","Vitruvious1","Kraken II","$20,000","33","g"
"9/21/2014 6:19:36 AM","APAUL","Anthar","Hold-R110 XI","$3,500","48","g"
"9/21/2014 6:27:21 AM","AnalWart","hoffy","Hold-H112 III","$5,000","25","g"
"9/21/2014 6:42:48 AM","PunkyBruiser","slasli","Glory II","$50,000","62","g"
"9/21/2014 6:42:49 AM","AnalWart","Mist","Hold-H222 V","$10,000","36","g"
"9/21/2014 6:44:46 AM","Helter","slasli","Exoprene Shield II","$14,999","27","g"
"9/21/2014 6:46:51 AM","iSmooth","slasli","Storage III","$25,000","49","g"
"9/21/2014 6:55:31 AM","luckychrisx","Troglodyte","Screamer VI","$53,600","29","g"
"9/21/2014 7:08:16 AM","12remember","perplexus","Matter Inverter V","$350,000","56","b"
"9/21/2014 7:17:01 AM","MasterYoda","perplexus","Ruin V","$2,500,000","94","r"
"9/21/2014 7:23:38 AM","PunkyBruiser","krothan","Holocrine Shield XIV","$100,000","41","b"
"9/21/2014 7:31:45 AM","Xenotron","Oheaven","Thorium Armor X","$40,000","25","b"
"9/21/2014 7:34:45 AM","DriftVortex","Hellspawned","Radiance V","$2,920","62","g"
"9/21/2014 7:36:45 AM","kingMichael","Shamshir","Osmium Armor V","$21,961","57","b"
"9/21/2014 7:37:36 AM","Blightning","MrKonformist","Frenzy VIII","$200,000","38","p"
"9/21/2014 7:41:45 AM","Malifaux","krogehn","Desolator XII","$50,000","69","g"
"9/21/2014 7:45:45 AM","markcalico","Oheaven","HX-V8","$50,000","48","b"
"9/21/2014 7:53:34 AM","Malifaux","AngryWookie","Hold-H114 IV","$300,000","31","p"
"9/21/2014 7:58:45 AM","Beer","NeoWolf","Fusion Beam VI","$100,000","77","b"
"9/21/2014 8:10:55 AM","iSmooth","minoc2","Exoprene Shield VIII","$600,000","100","p"
"9/21/2014 8:19:52 AM","Soivet","Typhuss","Hold-H202 V","$41,560","65","b"
"9/21/2014 8:42:53 AM","Oheaven","rjk10123","Composite Hull XIII","$20,000","20","g"
"9/21/2014 8:49:56 AM","insanebank","alex1002","Succubus VI","$180,000","100","b"
"9/21/2014 8:55:10 AM","iSmooth","Gypsylady","Disruptor I","$25,000","66","g"
"9/21/2014 8:57:57 AM","bgvoin","Manic","Hold-P112 II","$27,777","53","g"
"9/21/2014 9:02:16 AM","Shamshir","Hellspawned","Basilisk XI","$12,000","46","g"
"9/21/2014 9:02:38 AM","Beer","Mist","Hold-P103 III","$50,000","47","g"
"9/21/2014 9:05:08 AM","Shamshir","Hellspawned","Accelerator XI","$8,000","28","g"
"9/21/2014 9:08:37 AM","Umax","rjk10123","Carbide Hull XI","$16,000","42","g"
"9/21/2014 9:09:29 AM","JAXaRipper","Oheaven","Hold-H204 III","$9,000","46","g"
"9/21/2014 9:09:45 AM","usine72","Oheaven","Hold-P111 III","$12,000","50","g"
"9/21/2014 9:13:22 AM","Aardzol","Hellspawned","Titanium Hull V","$3,750","54","g"
"9/21/2014 9:13:27 AM","Aardzol","Hellspawned","Titanium Hull V","$5,000","34","g"
"9/21/2014 9:17:23 AM","Munson","rjk10123","Penatrator I","$20,000","20","g"
"9/21/2014 9:19:05 AM","Brycjayc","Hellspawned","Hold-H215 III","$5,000","22","g"
"9/21/2014 9:20:08 AM","KidKana","Hellspawned","Hold-P217 IV","$15,000","48","g"
"9/21/2014 9:20:29 AM","Aardzol","Hellspawned","Hold-W105 V","$3,500","43","g"
"9/20/2014 12:02:37 AM","seeker66","Medzter","Hold-H224 V","$5,000","50","g"
"9/20/2014 12:04:18 AM","brick","snotling","Storage VI","$4,000,000","90","w"
"9/20/2014 12:04:35 AM","SeanConnery","lekgolo422","Hold-W103 III","$285,000","21","b"
"9/20/2014 12:05:05 AM","jBundlez","Yogurt","Titanium Hull XIII","$450,000","71","p"
"9/20/2014 12:09:35 AM","MasterYoda","krogen","Carbide Hull XIII","$9,000,000","100","w"
"9/20/2014 12:11:30 AM","Darxal","sfw7576","Cytoplast Shield III","$17,500","51","g"
"9/20/2014 12:29:44 AM","nofun","RubberDack","Demolisher XII","$200,000","78","b"
"9/20/2014 12:30:12 AM","Munson","reaper00","Titanium Hull II","$20,000","57","g"
"9/20/2014 12:38:01 AM","Wakawaka","Bu11dog","Havok Tech I","$500,000","100","g"
"9/20/2014 12:44:22 AM","Draknour","tombodet","Cytoplast Shield V","$75,000","100","b"
"9/20/2014 1:04:26 AM","Neal79","ibsen","Burst Cannon III","$425,000","77","p"
"9/20/2014 1:14:15 AM","markcalico","murda","Burst Cannon IV","$300,000","43","g"
"9/20/2014 1:20:29 AM","Phobia","Dean525","Osmium Armor VI","$8,000","41","g"
"9/20/2014 1:26:51 AM","lamerapaypa","aem2991","Havok Tech I","$1,200,000","100","p"
"9/20/2014 1:29:15 AM","PKKILLA","stiner29","Carbide Hull XII","$400,000","100","p"
"9/20/2014 1:29:47 AM","12remember","aem2991","LCD-V12","$400,000","48","g"
"9/20/2014 1:29:57 AM","lekgolo422","Soivet","Hold-H202 V","$20,000","65","b"
"9/20/2014 1:29:57 AM","lekgolo422","Soivet","Hold-H214 IV","$30,000","59","b"
"9/20/2014 1:32:22 AM","Aardzol","AnyStile","Osmium Armor XII","$995,000","93","o"
"9/20/2014 1:34:19 AM","Wirmpie","aem2991","Hold-P215 IV","$15,000","44","g"
"9/20/2014 1:34:57 AM","LoddFafnir","ZotZot","Exoprene Shield II","$2,420","64","g"
"9/20/2014 1:35:23 AM","SeanConnery","aem2991","Hold-P103 III","$770,000","41","p"
"9/20/2014 1:35:57 AM","LoddFafnir","Oheaven","Hold-P111 II","$3,220","62","g"
"9/20/2014 1:41:02 AM","Draknour","johnrs","Proton Launcher III","$52,400","93","g"
"9/20/2014 1:44:09 AM","Oheaven","johnrs","Hold-H207 II","$20,000","30","g"
"9/20/2014 1:45:59 AM","ZotZot","KMZreloaded","HX-V5","$2,275,000","100","o"
"9/20/2014 1:46:49 AM","tuareg","KINGLUU","Hold-W222 VIII","$950,000","36","o"
